job_title,extracted_raw_text,entities
FULL STACK DEVELOPER.docx,"Full Stack Developer - React Native & Php
Key Responsibilities
Develop and maintain cross-platform mobile applications using React Native.
Build and manage full web applications with PHP Laravel, including front-end, back-end, and database integration.
Collaborate with designers, developers, and stakeholders to translate requirements into functional solutions.
Optimize applications for maximum speed and scalability.
Write clean, maintainable, and well-documented code.
Manage source code and versioning using GitHub.
Conduct code reviews, troubleshoot issues, and provide technical solutions.
Stay updated with emerging technologies and frameworks.


Required Skills and Qualifications
5+ years of professional experience in software development.
Strong expertise in React Native for mobile app development.
Proficient in PHP Laravel for full web application development.
Experience with front-end technologies such as HTML, CSS, JavaScript.
Skilled in designing and managing relational databases (e.g., MySQL).
Hands-on experience with GitHub for version control and collaboration.
Strong problem-solving skills and attention to detail.
Ability to work independently and in a team-oriented environment.
Excellent communication skills in English.
",set()
FULL STACK ENGINEER.docx,"Full Stack Engineer

Required Skills & Experience
Full Stack Development: 5+ years of experience in full stack development with a strong focus on backend systems.
Node.js and Typescript Expertise: Advanced skills in building backend systems using Node.js and Typescript, ideally with ExpressJS.
React Proficiency: Solid experience in front-end development using React, preferably with Material UI.
API Development: Proven ability to design and implement RESTful APIs and microservices.
Serverless Architecture: Experience with serverless technologies, ideally Google Cloud Platform (GCP) or alternatives like AWS Lambda, Azure Functions, etc.
CI/CD Pipelines: Proficiency in managing CI/CD workflows to streamline deployments.
NoSQL Databases: Experience with document-based databases like Firestore, MongoDB, or DynamoDB.
Unit Testing and Automation: Strong experience in unit testing and feature-level automation to ensure reliability.
Small Team Experience: Ability to work independently and take ownership within small, fast-paced teams.
Communication Skills: Excellent verbal and written communication, capable of working closely with stakeholders, users, and teammates.


Highly Valued Experience
Hands-on expertise with Google Cloud Platform (GCP) services and tools.
Experience with cloud infrastructure tools such as Terraform for infrastructure as code.
Familiarity with object storage (e.g., Google Cloud Storage), task queues/async architecture, and key management/encryption techniques.
Experience with webhooks, cron jobs, and search engines (e.g., Typesense) to support data-intensive applications.
Experience designing and implementing scalable multi-tenant architectures.
Exposure to automated testing and deployment practices in serverless environments.
Familiarity with additional backend technologies such as task queues for robust feature handling.
Soft Skills
Strong analytical and problem-solving skills.
Attention to detail in system design, data security, and user experience.
Ability to simplify complex issues and focus on key outcomes, showing pragmatism and efficiency.
Collaborative mindset to work seamlessly with developers, designers, and stakeholders.
Comfort with ambiguity, open to feedback, and adaptable to evolving business needs.
",{'Ġensure'}
GEODETIC ENGINEER.JPG,"“| Italpinas
ibc | Development
Corporation
“CES EES)
= i
Hiring!
Join Our Team Now!
~
Qualifications and Responsibilities:
¢ A Bachelor of Science in Geodetic Engineer graduate
e« ALicensed Geodetic Engineer
¢ With strong organizational skill and effective communication skill
¢ Agreat analytic and creative thinker
« Atleast 1 year experience
¢ Property Surveying (relocation survey, topographic survey, as-built
survey, tree tagging, plan/map/certification for CAAP height
limitation permit, and establishing control points for construction).
9 Primavera 2F, Upper Carmen, Please send your resume to:
Cagayan de Oro City hr.recruitment@italpinas.com","{'c', 'ĠâĢ', '=', '|', '~', 'âĢ', ')', 'C', 'Ġi', '!', 'ES', 'Ċ', 'ib', 'Ġ|', 'ĠE', 'ľ'}"
GRAPHIC DESIGNER INTERN.docx,"Trainee

Job Description

Responsible for creating a mock-up design for our customer

Qualifications

Knowledgeable with Adobe Illustrator and Photoshop
Creative and has a keen eye for details, can spot even minor errors
Can comprehend and execute detailed instructions
With good English communications skills
Flexible in switching between tasks, adaptable, and has no problem with shifting schedules
Open to project-based employment
Can commit for a minimum of 3 months
Amenable to work onsite - Cebu City",set()
HELP DESK REPRESENTATIVE.docx,"Help Desk Representative

HELPDESK REPRESENTATIVE

The Help Desk Representative works in high ticket volume helpdesk environment supporting NCR's customers and analysts in providing incident resolution for NCR products and services.

Responsibilities:

Assessment & validation of tickets that come into the Helpdesk.
Perform basic remote troubleshooting with end-users of PCs and Retail Point-of-Sale devices.
Remotely dispatch service personnel, and work directly with customers to understand the problems and ensure a timely and satisfactory resolution.
Communicate & collaborate with customers, service personnel, logistics and account managers via phone and email to ensure problem resolution & meet Service Level Agreements.
Document, verify and make appropriate corrections to the incident record and customer profile.
Maintain & develop knowledge and expertise associated with multiple customer accounts, processes and the applications that support said processes.
Handle escalations, when required, to the appropriate groups.

Qualifications:

At least 1-2 years of Helpdesk/ServiceDesk/Call Center experience.
Working knowledge in Microsoft Operating Systems & Office Tools particularly MS Excel.
Excellent communication skills at all levels including excellent listening skills.
Possess strong customer service skills and be able to work in a dynamic team environment.
Problem solving and troubleshooting skills.
Open to work on a flexible schedule (Evenings/Weekends/Holidays).
Ability to work in a multitask fast paced environment.
Background in ITIL is a plus.
Ability to work individually or as a team player when the situation calls.","{'Ġand', 'Ġcollaborate', 'Ġgroups', 'Ġensure', 'Ġcome', 'Ġsupport', 'Ġin', 'Ġanalysts', 'Ġappropriate', 'Ġto', 'Ġcorrections', 'Ġsatisfactory', 'Ġthat', 'Ġvia', 'hooting', 'Ġproblem', 'Ġmeet', 'Ġwhen', 'Ġproviding', 'Ġresolution', ',', 'Ġprofile', 'Ġpersonnel', 'Ġprocesses', 'Ġunderstand', 'Ġ&', 'Ġlogistics', 'Ġproducts', 'Ġinto', 'reements', 'Ġvalidation', 'icate', 'Ġcustomer', 'Ġdirectly', 'Ġservices', 'Handle', 'Ġof', 'Ġwith', 'Ġassociated', 'Ġaccounts', 'Ġsaid', 'ations', 'Ġrequired', 'Ġmake', 'Ġapplications', 'Ġfor', 'ĠService', 'Ġrecord', 'Ġescal', 'Ġtickets', 'Ġproblems', 'Ġincident', 'Ġcustomers', 'Ġverify', 'Ġmanagers', 'Ġthe', 'Document'}"
HOTEL HOUSEKEEPING STAF.JPG,"GProrrnisinc
\\Hotel Housekeeping Staff —
// Qualifications:

' @ +Preferably Male
e With high school diploma, a vocational
diploma, or any short-course certificate
e With NC2 Certificate
e With at least 2 years of work experience is
required for this position.
e Fully vaccinated, dependable, and
hardworking
Send your application
9 @ letter and resume to:
aoiphil.recruitment@gmail.com
oe - i","{'Ġ-', 'Ġ+', 'oe', 'inc', '//', 'ĠGP', ':', '9', 'r', '\\\\', 'Ġi', ""'"", 'Ċ', 'e', 'ĠâĢĶ', 'ror', 'nis', 'Ġ@'}"
HR ADMIN.docx,"HR Admin (6 Months Contract)

Responsibilities:
People Operations
Support and coordinate recruitment activities, including pre-screening of applications from the HR mailbox.
Assist in onboarding activities for newly hired employees and ensure completion of pre-employment requirements.
Coordinate training initiatives and schedules as needed.
Support the HR Manager by providing information from new hires and internal changes to the external payroll partner, ensuring all data is accurate and valid while maintaining restricted access to salary information.
Communicate with employees on onboarding/offboarding activities.
Ensure that HR database is timely updated and with verified information.
Assist the HR team in coordinating and implementing employee engagement activities.
Maintain and organize HR documentation and records for easy access.
Office Operations
Assist the HR team in implementing office protocols aligned with the workspace vendor, building management and governing laws to safeguard the health and safety of all employees.
Organize logistical requirements such as, but not limited to, document routing and delivery, inventory control and replenishment of standard office supplies.
Assist employees and managers for people-related concerns.


Requirements:
At least 2 years work experience as a HR Assistant/ HR Generalist or a similar role in the Human Resource Department.
Resolve administrative problems independently or with minimal supervision.
Detail oriented with strong organizational and documentation skills.
Excellent oral and written communication skills.
Good interpersonal and organizational skills.
","{'ordinate', 'Ġlaws', 'Ġdocument', 'Ġneeded', 'ing', 'Ġensure', 'Ġensuring', 'Ġon', 'Ġto', '/', 'Ġgoverning', 'Ġthat', 'Ġstandard', 'Ġinformation', 'Ġbuilding', 'Ġrecords', 'Ġprotocols', 'Ġdocumentation', 'Ġof', 'Ġvalid', 'Ġmaintaining', 'Ġorganize', 'Ġnot', 'Ġreplen', 'Ġworkspace', 'Ġand', 'sure', 'Ġdatabase', 'Ġsalary', 'Ġdata', 'Ġaccess', 'Ġmailbox', 'employment', 'Ġwhile', 'Ġrestricted', 'Ġnewly', 'Ġtimely', 'ĠHR', 'Ġrequirements', 'Ġis', 'Ġhired', 'Ġonboard', 'Ġemployees', 'Ġschedules', 'Ġlogistical', 'Ġimplementing', 'Ġinternal', 'Ġhires', 'Ġupdated', 'Ġapplications', 'Ċ', 'Ġin', 'Ġcompletion', 'Ġverified', 'Ġproviding', 'Ġeasy', 'Ġsafeguard', 'Ġrouting', 'Ġinitiatives', 'Ġcoordinating', 'Ġfrom', 'Ġcontrol', 'Ġall', 'icate', '-', 'Ġemployee', 'Ġrecruitment', 'ize', 'Ġcoordinate', 'aintain', 'Ġoffice', 'Ġvendor', 'Ġaligned', 'Ġincluding', 'off', 'Ġpre', ',', 'screen', 'Ġtraining', 'ishment', 'Ġengagement', 'Ġnew', 'Ġwith', 'Ġby', 'Ġfor', 'ist', 'Ġmanagement', 'Ġactivities', 'Ġsuch', 'Ġthe', 'Ġsupplies'}"
HR COORDINATOR(1).JPG,"Carpentersville Wood Shop “’
>
j= =
WE ARE \
HIRING |
\ j i
HR COORDINATOR \ii a
Qualifications:

« Bachelor’s Degree in Psychology or Human Resource
Development Management, Office Administration or any related
course

- With at least one (1) year experience as HR Staff or related
position is an advantage

- Good communication skills (oral and written) and with the desire
to work with internal/external customers

« Strong attention to details and coordination

e Able to work independently with minimal supervision

« Creative.

Interested applicants may send their application letter and

resume to:
or contact us at 09176240322 .","{'>', 'Ġ\\', 'âĢ', 'Ċ', 'Ġ|', 'Ġa', 'Ġ.', 'WE', '=', 'Ġj', 'Ġat', 'ii', 'Ġ09', 'HR', 'ĠâĢ', 'H', '22', 'IR', 'Ġ=', 'ľ', 'j', 'ĠARE', '176', '24', '\\', 'Ġi', 'ING', 'Ļ'}"
HR COORDINATOR.JPG,"HIRING! |
i
> Store HR Coordinator
Job Qualifications:
* Candidate must possess at least
Bachelor’s/College Degree in any field
+ with HR and Admin background
* Timekeeping Experience
ae Tel Nahe meals
services
* Must be a team player with excellent
interpersonal skills
@OO6 triumphhomedepot aay
www.triumphhomedepot.com i","{'>', 'i', 'Ġi', '!', 'www', 'ay', 'Ċ', 'Ġ|'}"
HR RECRUITER.JPG,"p "" . ae
sa SYN
. ro. UK ay s Ae a BC
’ >
fo = R = OA D OS
oN, \MAN pe SERVICES I
Y F NDS aN pill ey
| Dp _ 4 i Dy i
VV VW d nt | Uf
y ry rX | sh =
NL PX
Paice]
AREA OF DEPLOYMENT:
‘> SMSI OFFICE CAGAYAN DE ORO
JOB QUALIFICATIONS:
> College Graduate
> Can Do Multi-Tasking
> Dedicated Toward Work
Pease oc MMM ease uu TOTE
General Requirements
> Medical (Basic 5) w/ Drug Test > Mandatory Benefits > NBI & Barangay Clearance
For interested applicants, please send your updated resume via
messenger or email us to smsicdo.hr@yahoo.com
You may call or text Ms. Michelle 0905.671.8257
ee eee eee ce eee
eos o.. Bap
Buea P| ye","{'V', 'Ġ.', 'Ġpe', 'e', 'c', ':', '|', 'B', 'Ġ_', 'Ġu', 'ĠU', 'A', 'Ġs', 'ĠOS', '..', 'Ļ', '>', 'ĠP', 'âĢ', 'o', 'ĠSY', 'ĠD', 'Ġa', 'N', 'ee', 'ĠI', ']', 'ap', 'Ġay', 'ĠF', 't', 'ue', 'a', 'ĠUK', 'ice', 'X', 'u', 'MAN', 'Ġ\\', 'Ġr', 'Ċ', 'sa', 'NL', 'ĠR', 'Ġye', 'Ġsh', 'ĠSERVICES', 'ĠBC', 'Ġ4', 'y', 'Ġe', 'Ġd', 'DS', 'f', 'Ġ=', 'ĺ', 'ĠDy', 'Ġpill', 'Pa', 'Y', 'Ġ|', 'ĠAe', 'ĠVW', 'os', 'Ġo', 'Ġce', 'Ġey', 'fo', ',', 'ĠO', 'Ġ""', '.', 'Ġp', 'Ġn', 'Ġ>', 'p', 'Ġro', 'Ġi', 'ĠN', 'ĠB'}"
HR STAFF.JPG,"Carpentersville Wood Shop 2
HIRING 7
HRSTAFF WS J
Qualifications:

¢ Bachelor’s Degree in Psychology or Human Resource
Development Management, Office Administration or any related
course

- With at least one (1) year experience as HR Staff or related
position is an advantage

e Good communication skills (oral and written) and with the desire
to work with internal/external customers

¢ Strong attention to details and coordination

¢ Able to work independently with minimal supervision

« Creative.

Interested applicants may send their application letter and

resume to:
hredo.cwsi@gmail.com
or contact us at 09176240322 .","{'Ġ09', '176', ':', 'Ġat', '22', 'h', '.', 'Ċ', 'redo', 'Ġ.'}"
INTERNAL COMMUNICATION SPECIALIST.docx,"Internal Communication Specialist | Night Shift | Temp WFH

What You'll Do
Support Leadership Communication: Work closely with the CAO and leadership teams to help craft messages that engage and inform employees, aligning communication efforts with the client's priorities and values.
Assist in Developing Communication Strategies: Help create and refine communication strategies for the CAO, Accounting, and FinOps teams, supporting change management and highlighting key achievements and milestones across the company.
Collaborate on Messaging Alignment: Partner with Internal Communications colleagues to align internal messaging, ensuring a cohesive voice and strategy across all communication channels.
Edit and Enhance Written Communications: Provide executive-level copy editing to refine internal communications, ensuring clarity, accuracy, and alignment with the client's tone. Offer constructive feedback to enhance team-written content.
Coordinate and Assist with Team Events: Support the planning and production of regular Accounting and FinOps All Hands meetings, monthly newsletters, and other significant team communications.
Help Drive Team Development Initiatives: Support growth-focused initiatives, including maintaining team resources, managing training programs, and creating employee-focused communications that foster engagement and development.
Collect and Apply Feedback: Gather employee feedback and analyze communication metrics to help improve communication strategies and drive future initiatives.
Support Brand Standards: Help ensure all communications reflect the client's brand identity by working within our design framework and finding opportunities to enhance our visual and written language.
Contribute to Team Culture: Play a role in nurturing a positive and inclusive culture that supports team retention and growth by helping shape internal communications that resonate with and engage employees.


Requirements
● Experience: 4-8 years in communications or a related field.
● Education: Bachelor’s degree in Communications, Journalism, Business, or a related
discipline.
● Preferred Skills:
Technology and finance experience
Strong skills in brand management, design, and presentation formatting
Familiarity with Atlassian Confluence and Jira
Proficiency with Adobe Suite (Photoshop, Illustrator)
Experience with Absorb LMS or similar learning management systems
● Must be willing to work in a fixed night shift schedule and during PH Holidays.
● Must be amenable to work in Alabang, Muntinlupa when work in the office resumes.
","{'Ġacross', 'Ġengage', 'Ġconstructive', 'Ġemployee', 'ing', 'Ġcolleagues', 'ĠAssist', 'Ġensuring', 'Ġensure', 'Ġkey', 'Ġto', 'Ġefforts', 'Ġhelp', 'Ġfoster', 'Ġthat', 'ĠEnhance', 'Ġsupporting', ',', 'Ġanalyze', 'Ġimprove', 'ĠProvide', 'Ġother', 'ĠSupport', 'Ġclient', 'ĠTeam', 'Ġinitiatives', '.', 'Ġreflect', 'Ġteam', 'Ġshape', 'Ġemployees', 'Ġof', 'ĠApply', 'Ġwith', 'Ġregular', 'Ġcompany', 'Ġhighlighting', 'Ġmaintaining', 'Ġclosely', 'Ġby', 'Ġdrive', 'Ġhelping', 'Ġteams', 'Ġcraft', 'Ġenhance', 'Help', 'Ġnurturing', 'Ġproduction', 'ĠDrive', 'Ġrefine', 'Ġalign', 'Ġresonate', 'Ġall', 'Ġalignment', 'Ġthe', 'ĠOffer', 'Ġinform', 'Ġwithin'}"
INVENTORY ANALYST.jpg,"|
POSITION:
. . . pa
¢ Bachelor's Degree in Supply Chain \ \ \V/
Management, Business Administration, Oo @
Marketing, or any related field.
¢ Excellent in communication and Corp.
organizational skills.
e Experience with databases and
spreadsheets.
¢ Good computer skills.
¢ Strong analytical, time management,
and problem-solving skills.
Send your resume to:
ralave@gmail.com
9 710, San Jose St., Brgy. Urduja Butuan City","{'V', 'Ġ\\', ':', 'Â¢', '.', 'Ċ', 'Ġ|', 'Ġ@', '/', 'Ġpa', 'Ġ.'}"
INVENTORY ASSISTANT.JPG,"HIRING! |
e
> Inventory Assistant
Job Qualifications:
* Bachelor's degree in any course
+ Proficient computer skills including MS Office
Application
+ Excellent attention to detail, with strong
ability to spot errors and inconsistencies in data
+ Ability to maintain confidentiality.
* Proven experience as an Encoder or similar
role
@OO6 triumphhomedepot | aay
www.triumphhomedepot.com","{'>', 'e', 'Ċ', 'Ġ|'}"
JANITORIAL PERSONNEL.docx,"Janitorial Personnel
Job Description:
- Perform routine cleaning tasks, including sweeping, mopping, dusting, and vacuuming.
- Sanitize restrooms.
- Dispose of waste properly and ensure garbage bins are regularly emptied.
- Maintain cleanliness in office spaces, hallways, and other designated areas.
- Report any maintenance or repair needs, such as leaks or broken fixtures.
- Operate cleaning equipment safely and efficiently.
- Follow health, safety, and sanitation guidelines set by the company.
- Request necessary items and materials to carry out janitorial activities effectively.
Qualifications:
- Atleast High School Level.
- Ability to work independently and efficiently.
- Physically capable of handling cleaning tasks and lifting moderate weights.
- Hardworking, reliable, and punctual.
",set()
JAPANESE BILIGUAL.png,"YE -
a i
ACCENTURE \ ae
IS HIRING { “\ Sa
Xe pd
- | y )
JAPANESE BILINGUAL (2) aw 7
a 9
ae =
* JLPT N3/JNAT3/ Intermediate Japanese of 7
proficiency level or above i
(N2/NI/Native) + SAP experience e
(Purchasing - MM Inventory y
Management) y
,
7
INTERESTED? / y
‘ 2 —
* Send your FIRSTNAME, LASTNAME, EMAIL _
ADDRESS, MOBILE NUMBER and POSITION to .
apply at wndlyndnt.erp@gmailcom with the SUBMIT YOUR DETAILS
subject line: LASTNAME,POSITION (MANILA) 4
cy DNase OX:
od @beadbliss2.0","{'ĠH', 'Ġaw', 'Ġto', 'Ġ@', 'ĠSa', 'Ġ.', 'ACC', 'Ġat', 'Ġyour', 'e', 'E', 'Ġy', ':', 'Ġ_', 'IR', 'ľ', 'Ġ)', 'MIT', 'ENT', 'gmail', 'Ġand', 'âĢ', '7', 'cy', 'Ġa', 'ae', '@', 'Ġ-', '(', 'a', 'Ġline', '?', 'd', 'Ġ/', 'X', 'Ġ\\', ')', 'Ċ', 'er', 'Ġ+', 'ĠâĢĶ', 'Ġ4', 'ĠâĢ', 'apply', 'Ġe', 'ĠSUB', 'Ġ2', 'Ġ7', 'Ġ=', 'ĺ', 'Ġw', 'IS', 'nd', 'ING', 'od', '-', '*', 'Ġ9', 'com', 'URE', 'Ġ|', 'ĠSend', 'nt', 'Ġ(', 'ĠY', 'subject', '2', ',', 'ĠYOUR', '.', 'Ġp', 'Ġwith', 'ly', 'Ġ{', '\\', 'Ġi', 'Ġthe'}"
JAPANESE BILINGUAL.png,"| MS
a
ACCENTURE |e\ued
oa. -+\\o
IS HIRING mr\\3
JAPANESE BILINGUAL (1 mw a” S e
( ) ] ° ; ae 2
—
* JLPT N3/JNAT 3/ Intermediate |
proficiency level or above ] | g
(N2/NI/Native) + preferably with y = .
Translator, Technical Writer, Interpreter, | , iP : ) A
Customer Service, Service Desk, Help y ; 4 — |
Desk, Tech Support, or Troubleshooting 7 | _
Experience + no specific work o WV
domain/field/industry experience ~ FF
required.
x
.
INTERESTED? :
SUBMIT YOUR DETAILS
* Send your FIRSTNAME, LASTNAME, EMAIL ADDRESS, aC
MOBILE NUMBER and POSITION to apply at = NNER NSA Aas m
wndlyndnt.erp@gmail.com with the subject line:
LASTNAME,POSITION (MANILA)
| d @beadbliss2.0","{'Ġg', '*', 'required', 'ĠH', 'âĢ', ')', 'x', 'o', 'URE', 'Ċ', 'ĠFF', 'Ġ|', 'Ġ@', 'Ġa', 'Ġ.', 'ĠÂ°', 'Ġ:', 'Ġ+', 'ACC', 'Ġ]', 'Ġ(', 'Ġm', 'Ġo', 'Ġ~', 'âĢĶ', 'e', 'ĠâĢĶ', '0', 'Ŀ', 'Ġy', ',', '+', 'ĠS', 'Ġ-', 'Ġ4', 'ĠMS', '(', 'oa', 'ued', ':', '|', 'r', 'ĠA', 'Ġe', 'Ġd', '.', 'Ġ_', 'Ġ2', 'IR', 'a', '3', 'Ġwith', 'w', 'Ġ=', 'Ġ)', 'Ġ7', '?', 'Ġ,', 'Ġ;', 'IS', '\\', '\\\\', 'ENT', '1', 'ING'}"
JAPANESE BILINGUAL2.png,"| MS
a
ACCENTURE |e\ued
oa. -+\\o
IS HIRING mr\\3
JAPANESE BILINGUAL (1 mw a” S e
( ) ] ° ; ae 2
—
* JLPT N3/JNAT 3/ Intermediate |
proficiency level or above ] | g
(N2/NI/Native) + preferably with y = .
Translator, Technical Writer, Interpreter, | , iP : ) A
Customer Service, Service Desk, Help y ; 4 — |
Desk, Tech Support, or Troubleshooting 7 | _
Experience + no specific work o WV
domain/field/industry experience ~ FF
required.
x
.
INTERESTED? :
SUBMIT YOUR DETAILS
* Send your FIRSTNAME, LASTNAME, EMAIL ADDRESS, aC
MOBILE NUMBER and POSITION to apply at = NNER NSA Aas m
wndlyndnt.erp@gmail.com with the subject line:
LASTNAME,POSITION (MANILA)
| d @beadbliss2.0","{'Ġg', '*', 'required', 'ĠH', 'âĢ', ')', 'x', 'o', 'URE', 'Ċ', 'ĠFF', 'Ġ|', 'Ġ@', 'Ġa', 'Ġ.', 'ĠÂ°', 'Ġ:', 'Ġ+', 'ACC', 'Ġ]', 'Ġ(', 'Ġm', 'Ġo', 'Ġ~', 'âĢĶ', 'e', 'ĠâĢĶ', '0', 'Ŀ', 'Ġy', ',', '+', 'ĠS', 'Ġ-', 'Ġ4', 'ĠMS', '(', 'oa', 'ued', ':', '|', 'r', 'ĠA', 'Ġe', 'Ġd', '.', 'Ġ_', 'Ġ2', 'IR', 'a', '3', 'Ġwith', 'w', 'Ġ=', 'Ġ)', 'Ġ7', '?', 'Ġ,', 'Ġ;', 'IS', '\\', '\\\\', 'ENT', '1', 'ING'}"
JUNIOR MANAGEMENT TRAINEE.JPG,"WE'RE HIRING
¢ Bachelor's Degree in any field.
eAfreshgraduateisapriority.
e Driven andadaptive to culture.
« Having experience inthe foodchainis
plus but not required.
e Flexible andcan work independently.
Email us: newleafhrd@gmail.com
For walk-in applicants you can submit
your resume at 2nd Floor Dupoint Building
Cruztaal Velez St. CDOC (Between Honda
& Technomart).","{'Â«', 'e', '.', 'Ċ'}"
JUNIOR RECRUITER FOR FREELANCE PROJECT.docx,"Junior Recruiter for Freelance Projects

Job Description


You will identify the best experts among freelancers and development companies for our internal and external customers
Your responsibilities include the acquisition and support of customers in the field of digital solutions
You will be in charge of the process from the first contact with the customer to coordination, offer calculations and the creation and finalization of offers, including the creation, maintenance and management of leads and opps, both for freelancers and customers.
Review of requirements and general conditions for the legally compliant use of freelancers in customer projects
Active sourcing of freelancers - advertising of projects on online platforms, direct contact with freelancers as well as pre-selection and profile creation
First point of contact for freelancers and clients for all administrative issues during the entire duration of the project
Project creation, maintenance and management in various software tools as well as budget monitoring, invoicing and auditing
Structuring, standardization and optimization of existing workflows as well as constant exchange with the development team for digital/automated implementation on the LegendsLab platform.
Interact with marketing to attract talents and customers


Qualifications


University degree
Personality: friendly & empathic, thinking and acting economically, creative, performance-oriented, responsible, able to make decisions, strong communication skills, enthusiastic
Working style: good presentation and moderation skills, analytical ability, strong strength in work organization & prioritization.
Languages: English fluent; German is a plus
","{'Ġsourcing', 's', 'Ġboth', 'Ġdirect', 'Ġadministrative', 'Ġon', 'Ġto', 'iting', '/', 'Ġfirst', 'Ġprocess', 'icing', 'Ġconditions', 'Ġcustomer', 'Ġoffer', 'Ġfinal', 'Ġopp', 'Ġduring', 'Ġduration', 'Ġvarious', 'Ġof', 'Ġcoordination', 'Ġprojects', 'selection', 'Ġand', 'Ġcontact', 'Ġentire', 'Ġsolutions', 'Ġoffers', 'Ġleads', 'Ġconstant', 'Ġacquisition', 'Ġrequirements', 'Ġ-', 'Ġresponsibilities', 'Ġproject', 'Ġfield', 'Ġexchange', 'Ġbudget', 'flows', 'Ġin', 'Ċ', 'Ġcompliant', 'Ġexisting', 'Ġtools', 'Ġidentify', 'Ġfrom', 'Ġas', 'Ġclients', 'Ġcompanies', 'Ġissues', 'Ġmaintenance', 'Ġcustomers', 'Ġall', 'Ġcharge', '-', 'Ġgeneral', 'Ġcreation', 'ancers', 'First', 'Ġbe', 'ization', 'Ġincluding', 'Ġinclude', 'Ġpre', ',', 'Ġprofile', 'Ġuse', 'Ġplatforms', 'Ġinv', 'Ġcalculations', 'Ġteam', 'Ġwell', 'Project', 'Ġfor', 'Ġmonitoring', 'Ġmanagement', 'Ġthe'}"
JUNIOR WEB DEVELOPER.docx,"Junior Web Developer (Angular/C#)

Required Skills:
Proficiency in Angular (TypeScript) and C# (minimum 2 years of experience).
Solid knowledge of T-SQL for working with views and stored procedures.
Basic understanding of RESTful APIs, event-driven programming, and responsive design.


Preferred Skills:


Familiarity with Windows Forms for desktop applications.
Knowledge of CI/CD practices and Git for version control.
Exposure to Agile/Scrum methodologies and development workflows.
Experience with database design and ORM tools (e.g., Entity Framework).


Qualifications:
Bachelor’s degree in Computer Science, Information Technology, or a related field.
At least 2 years of relevant experience in a similar role.
Strong problem-solving skills and a willingness to learn and adapt to new technologies.
",set()
KITCHEN STAFF.docx,"Kitchen Hand
High school graduate OR with kitchen skills experienced. 20-45 years old. 
( desserts maker) 
1 year experienced 
","{'Ġ20', 'Ġ', '(', ')', '1', '.', 'Ġexperienced', 'Ċ', '-', 'Ġyear', 'Ġold'}"
KITCHEN STAFF.JPG,"Hi @ (/
Kitchen Staff, Barista, and Delivery Rider

« MUST BE 20 YEARS OLD AND ABOVE

« WILLING TO WORK A FULL TIME JOB

¢ WILLING TO BE TRAINED

« FAST LEARNER AND HAS GOOD COMMUNICATION SKILLS

* COMPUTER LITERACY IS AN ADVANTAGE

« DRIVER LICENSE IS AN ADVANTAGE

e« WITH FRIENDLY PERSONALITY

Apply Now

send your resume to our Gmail: or bring your resume personally
baofeicafe@gmail.com to our Tagoloan Branch","{'@', 'Ġor', '*', ':', 'Ġ(/', 'com', 'Â¢', 'Â«', 'Ċ', 'e', 'Ġto', 'Ġ@', 'ĠHi'}"
LABOR.JPG,"-_
wig <<
s Sy
& %
URGENT HIRING!!
LABOR:
e Attention to detail when stocking and organizing products.
e Ability to lift and carry heavy items.
e Physical stamina to handle manual labor
e Flexibility to work varied shifts.
e AGIPESOS PER DAY.
ele YS es
» Resume with 2x2 recent photo
» Police clearance, Brgy. clearance
SUBMIT AT RONI WAREHOUSE CORPORATION
‘ POB. 1 VILLANUEVA MISAMIS ORIENTAL y","{'s', 'ĠP', 'ĠH', 'Â»', 'âĢ', 'x', 'wig', 'UR', 'ĠAT', 'Ċ', 'ĠV', '&', 'ĠR', 'ĠY', '_', 'e', 'OB', 'Ġ<<', 'S', ',', 'LAB', 'Ġy', 'Ġ-', 'I', 'ĠWAR', ':', 'Ġes', '!!', '.', 'VA', 'IR', 'ĠSy', 'G', 'ĺ', 'Ġ1', 'OR', 'ENT', 'ING', 'ele', 'Ġ%'}"
LAUNDRY ATTENDANT.docx,"LAUNDRY ATTENDANT (BUTUAN CITY)
FEMALE
25-40 years old
full time
WITH EXPERIENCE working in Laundry
7:30 AM - 6 PM working schedule 
","{'Ġ-', 'Ċ', 'Ġ'}"
Listing Content Intern.docx,"Listing Content Intern

We are seeking a dynamic and detail-oriented Listing Content Intern to assist in creating, organizing, and managing content for various projects. The intern should be skilled in researching information, answering project-related questions, and rephrasing content using tools like ChatGPT. This is a 3-month internship where you'll be responsible for producing high-quality content on a daily basis.


Key Responsibilities:
Conduct thorough research to gather information for various projects.
Fill out and organize project-related content and questions.
Rephrase and enhance content using AI tools such as ChatGPT.
Meet daily content production targets of up to 200 entries per day.
Collaborate with the content team to ensure accuracy and completeness.
","{'Ġgather', 'Ġensure', 'Ġusing'}"
MALE SERVICE STAFF.docx,"MALE- SERVICE STAFF
QUALIFICATIONS:
- AT LEAST HS GRADUATE
- PLEASING PERSONALITY
- WITH RELATED WORK EXPERIENCE
- With basic requirements such as SSS, PhilHealth, PAGIBIG, and TIN
",set()
