filename,extracted_raw_text,preprocessed_text,entities,best_match_score,best_match_job_index
JUNIOR MANAGEMENT TRAINEE.JPG,"WE'RE HIRING
¢ Bachelor's Degree in any field.
eAfreshgraduateisapriority.
e Driven andadaptive to culture.
« Having experience inthe foodchainis
plus but not required.
e Flexible andcan work independently.
Email us: newleafhrd@gmail.com
For walk-in applicants you can submit
your resume at 2nd Floor Dupoint Building
Cruztaal Velez St. CDOC (Between Honda
& Technomart).",hiring bachelor degree field eafreshgraduateisapriority e driven andadaptive culture experience inthe foodchainis plus required e flexible andcan work independently email u newleafhrdgmailcom walkin applicant submit resume 2nd floor dupoint building cruztaal velez st cdoc honda technomart,"{'onda', 'rd', 'Ġc', 'ta', 'Ġst', 'Ġh', 'doc', 'om', 'Ġu', 'Ġve', 'Ġcru', 'z', 'Ġnew', 'lez', 'h', 'al', 'art'}",1.0000001,77
JUNIOR RECRUITER FOR FREELANCE PROJECT.docx,"Junior Recruiter for Freelance Projects

Job Description


You will identify the best experts among freelancers and development companies for our internal and external customers
Your responsibilities include the acquisition and support of customers in the field of digital solutions
You will be in charge of the process from the first contact with the customer to coordination, offer calculations and the creation and finalization of offers, including the creation, maintenance and management of leads and opps, both for freelancers and customers.
Review of requirements and general conditions for the legally compliant use of freelancers in customer projects
Active sourcing of freelancers - advertising of projects on online platforms, direct contact with freelancers as well as pre-selection and profile creation
First point of contact for freelancers and clients for all administrative issues during the entire duration of the project
Project creation, maintenance and management in various software tools as well as budget monitoring, invoicing and auditing
Structuring, standardization and optimization of existing workflows as well as constant exchange with the development team for digital/automated implementation on the LegendsLab platform.
Interact with marketing to attract talents and customers


Qualifications


University degree
Personality: friendly & empathic, thinking and acting economically, creative, performance-oriented, responsible, able to make decisions, strong communication skills, enthusiastic
Working style: good presentation and moderation skills, analytical ability, strong strength in work organization & prioritization.
Languages: English fluent; German is a plus
",junior recruiter freelance project job description identify best expert among freelancer development company internal external customer responsibility include acquisition support customer field digital solution charge process first contact customer coordination offer calculation creation finalization offer including creation maintenance management lead opps freelancer customer review requirement general condition legally compliant use freelancer customer project active sourcing freelancer advertising project online platform direct contact freelancer well preselection profile creation first point contact freelancer client administrative issue entire duration project project creation maintenance management various software tool well budget monitoring invoicing auditing structuring standardization optimization existing workflow well constant exchange development team digitalautomated implementation legendslab platform interact marketing attract talent customer qualification university degree personality friendly empathic thinking acting economically creative performanceoriented responsible able make decision strong communication skill enthusiastic working style good presentation moderation skill analytical ability strong strength work organization prioritization language english fluent german plus,set(),1.0000004,3
JUNIOR WEB DEVELOPER.docx,"Junior Web Developer (Angular/C#)

Required Skills:
Proficiency in Angular (TypeScript) and C# (minimum 2 years of experience).
Solid knowledge of T-SQL for working with views and stored procedures.
Basic understanding of RESTful APIs, event-driven programming, and responsive design.


Preferred Skills:


Familiarity with Windows Forms for desktop applications.
Knowledge of CI/CD practices and Git for version control.
Exposure to Agile/Scrum methodologies and development workflows.
Experience with database design and ORM tools (e.g., Entity Framework).


Qualifications:
Bachelor’s degree in Computer Science, Information Technology, or a related field.
At least 2 years of relevant experience in a similar role.
Strong problem-solving skills and a willingness to learn and adapt to new technologies.
",junior web developer angularc required skill proficiency angular typescript c minimum two year experience solid knowledge tsql working view stored procedure basic understanding restful apis eventdriven programming responsive design preferred skill familiarity window form desktop application knowledge cicd practice git version control exposure agilescrum methodology development workflow experience database design orm tool eg entity framework qualification bachelor degree computer science information technology related field least two year relevant experience similar role strong problemsolving skill willingness learn adapt new technology,set(),1.0000004,3
KITCHEN STAFF.docx,"Kitchen Hand
High school graduate OR with kitchen skills experienced. 20-45 years old. 
( desserts maker) 
1 year experienced 
",kitchen hand high school graduate kitchen skill experienced 2045 year old dessert maker one year experienced,set(),1.0000004,3
KITCHEN STAFF.JPG,"Hi @ (/
Kitchen Staff, Barista, and Delivery Rider

« MUST BE 20 YEARS OLD AND ABOVE

« WILLING TO WORK A FULL TIME JOB

¢ WILLING TO BE TRAINED

« FAST LEARNER AND HAS GOOD COMMUNICATION SKILLS

* COMPUTER LITERACY IS AN ADVANTAGE

« DRIVER LICENSE IS AN ADVANTAGE

e« WITH FRIENDLY PERSONALITY

Apply Now

send your resume to our Gmail: or bring your resume personally
baofeicafe@gmail.com to our Tagoloan Branch",hi kitchen staff barista delivery rider must twenty year old willing work full time job willing trained fast learner good communication skill computer literacy advantage driver license advantage e friendly personality apply send resume gmail bring resume personally baofeicafegmailcom tagoloan branch,"{'Ġpersonally', 'af', 'an', 'Ġtag', 'Ġbranch', 'com', 'Ġsend', 'ic', 'Ġresume', 'eg', 'e', 'of', 'olo', 'Ġg', 'mail', 'Ġbring', 'Ġba'}",1.0000004,13
LABOR.JPG,"-_
wig <<
s Sy
& %
URGENT HIRING!!
LABOR:
e Attention to detail when stocking and organizing products.
e Ability to lift and carry heavy items.
e Physical stamina to handle manual labor
e Flexibility to work varied shifts.
e AGIPESOS PER DAY.
ele YS es
» Resume with 2x2 recent photo
» Police clearance, Brgy. clearance
SUBMIT AT RONI WAREHOUSE CORPORATION
‘ POB. 1 VILLANUEVA MISAMIS ORIENTAL y",wig sy urgent hiring labor e attention detail stocking organizing product e ability lift carry heavy item e physical stamen handle manual labor e flexibility work varied shift e agipesos per day ele y e resume 2x2 recent photo police clearance brgy clearance submit roni warehouse corporation pob one villanueva misamis oriental,"{'Ġwig', 'Ġy', 'Ġvaried', 'Ġwarehouse', 'Ġmis', 'Ġsy', 'Ġbr', 'ob', 'os', 'Ġphoto', '2', 'Ġday', 'ental', 'Ġag', 'x', 'Ġe', 'ue', 'is', 'Ġper', 'va', 'am', 'Ġresume', 'Ġ2', 'oni', 'Ġvill', 'Ġclearance', 'Ġrecent', 'Ġp', 'Ġr', 'ipes', 'Ġone', 'Ġsubmit', 'Ġpolice', 'Ġori', 'Ġurgent', 'gy', 'Ġcorporation', 'Ġshift', 'Ġele'}",1.0000004,82
LAUNDRY ATTENDANT.docx,"LAUNDRY ATTENDANT (BUTUAN CITY)
FEMALE
25-40 years old
full time
WITH EXPERIENCE working in Laundry
7:30 AM - 6 PM working schedule 
",laundry attendant butuan city female 2540 year old full time experience working laundry 730 six pm working schedule,"{'uan', 'Ġfemale', 'Ġcity', 'Ġbut'}",1.0,83
Listing Content Intern.docx,"Listing Content Intern

We are seeking a dynamic and detail-oriented Listing Content Intern to assist in creating, organizing, and managing content for various projects. The intern should be skilled in researching information, answering project-related questions, and rephrasing content using tools like ChatGPT. This is a 3-month internship where you'll be responsible for producing high-quality content on a daily basis.


Key Responsibilities:
Conduct thorough research to gather information for various projects.
Fill out and organize project-related content and questions.
Rephrase and enhance content using AI tools such as ChatGPT.
Meet daily content production targets of up to 200 entries per day.
Collaborate with the content team to ensure accuracy and completeness.
",listing content intern seeking dynamic detailoriented listing content intern assist creating organizing managing content various project intern skilled researching information answering projectrelated question rephrasing content using tool like chatgpt 3month internship youll responsible producing highquality content daily basis key responsibility conduct thorough research gather information various project fill organize projectrelated content question rephrase enhance content using ai tool chatgpt meet daily content production target two hundred entry per day collaborate content team ensure accuracy completeness,set(),1.0000004,3
MALE SERVICE STAFF.docx,"MALE- SERVICE STAFF
QUALIFICATIONS:
- AT LEAST HS GRADUATE
- PLEASING PERSONALITY
- WITH RELATED WORK EXPERIENCE
- With basic requirements such as SSS, PhilHealth, PAGIBIG, and TIN
",male service staff qualification least h graduate pleasing personality related work experience basic requirement ss philhealth pagibig tin,"{'Ġrelated', 'Ġmale', 'Ġphil', 'Ġrequirement', 'Ġexperience', 'Ġss', 'Ġtin', 'Ġpag', 'Ġstaff', 'Ġqualification', 'Ġgraduate', 'Ġh', 'Ġservice', 'Ġwork', 'ig', 'health', 'Ġpleasing', 'Ġpersonality', 'ib', 'Ġleast', 'Ġbasic'}",0.9999997,85
MANAGEMENT TRAINEE.JPG,"WE'RE HIRING

* Bachelor's Degree inany field.

¢e Preferably with 6 months or more
experience of supervisory in the
food industry or other field.

« Knowledgeable how to increase sales
and handle manpower turnover and
training.

¢ Can work with deadline and quota.

Email us: newleafhrd@gmail.com
For walk-in applicants you can submit
your resume at 2nd Floor Dupoint Building
Cruztaal Velez St. CDOC (Between Honda
& Technomart).",hiring bachelor degree inany field e preferably six month experience supervisory food industry field knowledgeable increase sale handle manpower turnover training work deadline quota email u newleafhrdgmailcom walkin applicant submit resume 2nd floor dupoint building cruztaal velez st cdoc honda technomart,"{'onda', 'Ġc', 'Ġh', 'doc', 'Ġu', 'Ġve', 'Ġst', 'lez', 'al'}",0.99999964,86
MANDARIN BILINGUAL.png,"|
| yA ©
ACCENTURE >> \\ ad
Fr\\\ wa
ISHIRING — * \ \@
\ re
BILINGUAL POSITIONS ‘ I YY ~N
ae ©
MANDARIN BILINGUAL (CEBU) y ~~
i
y
¢ Proficient in the Mandarin language + y f
preferably with Service Desk experience y hi A
+ software/application/cloud tech Ee /
support or a related field experience 7 : y
r
INTERESTED? —
* Send your FIRSTNAME, LASTNAME, EMAIL —_
ADDRESS, MOBILE NUMBER and POSITION to >
apply at wndlyndnt.erp@gmail.com with the
subject line: LASTNAME,POSITION (MANILA) [ suBMIT YOUR DETAILS ]
eS
cy wndlyndnt.erp@gmail.com
od @beadbliss2.0",ya accenture ad fr wa ishiring bilingual position yy n ae mandarin bilingual cebu proficient mandarin language f preferably service desk experience hi softwareapplicationcloud tech ee support related field experience seven r interested send firstname lastname email address mobile number position apply wndlyndnterpgmailcom subject line lastnameposition manila submit detail e cy wndlyndnterpgmailcom od beadbliss20,"{'Ġcy', 'Ġis', 'pg', 'Ġy', 'Ġf', 'Ġc', 'mail', 'Ġfr', 'Ġod', 'Ġn', 'Ġw', 'com', 'ter', 'u', 'nd', 'Ġman', 'Ġe', '20', 'Ġa', 'Ġwa', 'ila', 'e', 'Ġline', 'Ġaccent', 'h', 'n', 'Ġr', 'Ġsubject', 'bl', 'ure', 'Ġbead', 'Ġya', 'position', 'eb', 'Ġad', 'iss', 'y', 'ly'}",1.0000006,87
MARKETING SPECIALIST.docx,"Klaviyo Email Marketing Specialist

We are looking for a Klaviyo Email Marketing Specialist to join our growth marketing team. This teammate manages drip campaigns using Braze (may also utilize previous Klaviyo experience) to implement lead-to-customer, upsell, and churn strategies while tagging and segmenting audiences for targeted marketing. Oversee the email marketing cycle, creating A/B tests and dynamic content to optimize performance and support test-and-learn initiatives.
This is a great opportunity for someone who wants to work with a growing team and wants continuous learning and growth during their career.

The Role
Build, test, QA, deploy, and monitor emails including standalone batch communications, behaviorally triggered emails, and automated lifecycle journeys
Develop the content calendar from the ground up for all email drip campaigns, using ChatGPT and other research to outline content that will resonate with the target audience
Create experiments and A/B Tests for both one-off batch emails and longer email journeys
Build segmentation and attributions within the CRM to develop email campaigns
Monitor and optimize the performance of emails based on clicks, open rates, and other basic email marketing metrics
Partner with Zoho customer service team to troubleshoot email challenges in the CRM
Configuring dynamic content
Setting up experiments and A/B tests
Basic design set up of email campaigns using templates


The Requirements
Set up and manage drip campaigns using Braze (previous experience with Klaviyo will work)
Identify and implement various types of drip campaigns, including lead-to-customer, upsell, customer education, and churn campaigns.
Tagging and segmenting audiences for targeted email marketing.
Manage the full email marketing cycle from planning to execution.
Create experiments and A/B Tests for both one-off batch emails and longer email journeys
Support test & learn efforts across the marketing team
Monitor and optimize the performance of emails
Configuring dynamic content
Setting up experiments and A/B tests


Nice to have
Experience using Braze
We are looking for someone who wants to grow as part of a team. Ideal candidates desire to learn and grow, take on more responsibilities along the way, and be resourceful enough to gather enough information to help provide accurate analysis and insights. Join our team now!
",klaviyo email marketing specialist looking klaviyo email marketing specialist join growth marketing team teammate manages drip campaign using braze may also utilize previous klaviyo experience implement leadtocustomer upsell churn strategy tagging segmenting audience targeted marketing oversee email marketing cycle creating ab test dynamic content optimize performance support testandlearn initiative great opportunity someone want work growing team want continuous learning growth career role build test qa deploy monitor email including standalone batch communication behaviorally triggered email automated lifecycle journey develop content calendar ground email drip campaign using chatgpt research outline content resonate target audience create experiment ab test oneoff batch email longer email journey build segmentation attribution within crm develop email campaign monitor optimize performance email based click open rate basic email marketing metric partner zoho customer service team troubleshoot email challenge crm configuring dynamic content setting experiment ab test basic design set email campaign using template requirement set manage drip campaign using braze previous experience klaviyo work identify implement various type drip campaign including leadtocustomer upsell customer education churn campaign tagging segmenting audience targeted email marketing manage full email marketing cycle planning execution create experiment ab test oneoff batch email longer email journey support test learn effort across marketing team monitor optimize performance email configuring dynamic content setting experiment ab test nice experience using braze looking someone want grow part team ideal candidate desire learn grow take responsibility along way resourceful enough gather enough information help provide accurate analysis insight join team,{'Ġimplement'},1.0000001,88
MARKETING VIRTUAL ASSISTANT.docx,"Marketing Virtual Assistant
Are you someone who wants to empower and inspire others? Do you find yourself looking for opportunities for continuous learning and improvement? Are you driven by the satisfaction of completing tasks and achieving goals? Are you seeking a mission-driven culture that fosters your professional growth? If so, we would love to connect with you!

Who we’re looking for:
We are seeking a creative and tech-savvy Marketing Virtual Assistant/Customer Success Specialist to support Marketing and Development teams. This role is ideal for someone eager to learn, with a knack for content creation, research, and basic technical tasks. You will assist with a variety of projects, including marketing campaigns, content management, and quality control. You will also assist with customer inquiries via email and social media.
As a Marketing Virtual Assistant, you will:
Marketing and Development Support 
Assist in creating and editing content and graphics for blogs, newsletters, social media posts, and marketing materials;
Support quality control (QC) tasks for marketing and development to ensure basic accuracy and consistency; 
Schedule and post content on social media platforms and other channels;
Research on market trends, competitors, and audience preferences to support team initiatives;
Gather and organize marketing and sales data for reporting purposes, ensuring information is accurate and accessible;
Organize and maintain digital files, documents, and records;
Explore and implement emerging technologies, including AI tools, to optimize workflows.


Customer Service
Resolve customer requests via email and social media promptly and accurately, using Zendesk System, and Google/Meta services;
Assist with various administrative tasks, including Group Sales, working with affiliates, and completing projects across the organization.


You’ll thrive in this role if you are:
Creative and Tech-Savvy: Have interest or experience in design and video editing, with knowledge of tools like Canva, CRM platforms, and Google Services, and are interested in emerging tools and AI.
Detail-oriented: Excel in quality control and maintaining consistency across deliverables.
Customer Support Guru: Have experience in customer support or a similar role.
Action-Oriented: Have a strong ability to prioritize and juggle multiple priorities, proven at getting things done in a fast-paced dynamic & growing environment.
Communication champion: You can clearly explain complex information in written and verbal form to people who aren't experts.
Remote ready: You thrive in a remote environment and enjoy the flexibility and independence it offers.


Additional Information:
We are looking to hire someone willing to work 40 hours per week and is open to work evenings (US morning time).
It is a fully remote contract position, with Independent Contractors responsible for their taxes and benefits. 
Each applicant is required to complete a paid Trial Period before transitioning to this role. 
t",marketing virtual assistant someone want empower inspire others find looking opportunity continuous learning improvement driven satisfaction completing task achieving goal seeking missiondriven culture foster professional growth would love connect looking seeking creative techsavvy marketing virtual assistantcustomer success specialist support marketing development team role ideal someone eager learn knack content creation research basic technical task assist variety project including marketing campaign content management quality control also assist customer inquiry via email social medium marketing virtual assistant marketing development support assist creating editing content graphic blog newsletter social medium post marketing material support quality control qc task marketing development ensure basic accuracy consistency schedule post content social medium platform channel research market trend competitor audience preference support team initiative gather organize marketing sale data reporting purpose ensuring information accurate accessible organize maintain digital file document record explore implement emerging technology including ai tool optimize workflow customer service resolve customer request via email social medium promptly accurately using zendesk system googlemeta service assist various administrative task including group sale working affiliate completing project across organization youll thrive role creative techsavvy interest experience design video editing knowledge tool like canva crm platform google service interested emerging tool ai detailoriented excel quality control maintaining consistency across deliverable customer support guru experience customer support similar role actionoriented strong ability prioritize juggle multiple priority proven getting thing done fastpaced dynamic growing environment communication champion clearly explain complex information written verbal form people arent expert remote ready thrive remote environment enjoy flexibility independence offer additional information looking hire someone willing work forty hour per week open work evening u morning time fully remote contract position independent contractor responsible tax benefit applicant required complete paid trial period transitioning role,{'Ġlove'},1.0,89
MEDIA SPECIALIST.docx,"Paid Media Specialist

Job Description


As a Paid Media Specialist, you’ll execute top-notch paid media initiatives across platforms like Appnexus and TradeDesk. You’ll optimize campaigns for maximum ROAS and LTV, all while ensuring brand compliance. Dive into process-building and collaborate with product teams to enhance platform performance.


Job Overview


Employment Type: Full-Time
Shift: Night Shift (Shifting)
Work Setup: Temporary WFH
Perks: Day 1 HMO, Above-market salary, Global exposure


Perks Designed for Your Growth


Day 1 HMO coverage with free dependent
Competitive Salary Package
TemporaryWFH arrangement
Prime office location in Makati (Easy access to MRT stations, restaurants, and banks)
Unlimited upskilling through Emapta Academy courses (Want to know more? Visit https://bit.ly/EmaptaTrainingCalendar)
Free 24/7 access to our office gyms (Ortigas and Makati) with a free physical fitness trainer!
Exclusive Emapta Lifestyle perks (hotel and restaurant discounts, and more!)
Unlimited opportunities for employee referral incentives across the organization
Standard government and Emapta benefits
Total of 20 annual leaves to be used on your own discretion (including 5 credits convertible to cash)
Fun engagement activities for employees
Mentorship and exposure to global leaders and teams
Career growth opportunities
Diverse and supportive work environment


Skills to Write Your Legacy


2–3 years of campaign management experience.
At least 1 year of hands-on digital media buying experience with a major ad network, affiliate network, or ad agency.
Experience measuring and optimizing performance on a CPA basis.
Strong analytical, organizational, and results-driven mindset, with a focus on ROI.
Comfort leading communications in client-facing and internal meetings.
Ability to solve both long-term and short-term problems, managing immediate issues while addressing root causes.
Adaptability to a fast-paced, rapidly changing business environment.
Tech-savvy approach to workflows, using tools to save time and improve efficiency.


Additional Qualifications


Proven experience in programmatic and/or social media buying in a professional setting.
Solid understanding of web technologies (e.g., pixels, HTML, JavaScript).
Proficiency in Microsoft Excel and Google Docs.
Familiarity with website tracking tools such as Google Analytics and Ghostery.
Exceptional accuracy and attention to detail.
Professional maturity, integrity, discipline, and a positive attitude.


Hands-On with High Impact


Execute paid media campaigns across social publishers and programmatic DSPs, including Appnexus, TradeDesk, and others.
Optimize campaigns for ROAS and LTV using data, ensuring brand compliance and flawless execution.
Build and refine processes with a focus on efficiency, safeguards, and continuous improvement.
Collaborate with the product team by recommending design changes and enhancements for ongoing platform improvement.
",paid medium specialist job description paid medium specialist youll execute topnotch paid medium initiative across platform like appnexus tradedesk youll optimize campaign maximum roas ltv ensuring brand compliance dive processbuilding collaborate product team enhance platform performance job overview employment type fulltime shift night shift shifting work setup temporary wfh perk day one hmo abovemarket salary global exposure perk designed growth day one hmo coverage free dependent competitive salary package temporarywfh arrangement prime office location makati easy access mrt station restaurant bank unlimited upskilling emapta academy course want know visit httpsbitlyemaptatrainingcalendar free 247 access office gym ortigas makati free physical fitness trainer exclusive emapta lifestyle perk hotel restaurant discount unlimited opportunity employee referral incentive across organization standard government emapta benefit total twenty annual leaf used discretion including five credit convertible cash fun engagement activity employee mentorship exposure global leader team career growth opportunity diverse supportive work environment skill write legacy 23 year campaign management experience least one year handson digital medium buying experience major ad network affiliate network ad agency experience measuring optimizing performance cpa basis strong analytical organizational resultsdriven mindset focus roi comfort leading communication clientfacing internal meeting ability solve longterm shortterm problem managing immediate issue addressing root cause adaptability fastpaced rapidly changing business environment techsavvy approach workflow using tool save time improve efficiency additional qualification proven experience programmatic andor social medium buying professional setting solid understanding web technology eg pixel html javascript proficiency microsoft excel google doc familiarity website tracking tool google analytics ghostery exceptional accuracy attention detail professional maturity integrity discipline positive attitude handson high impact execute paid medium campaign across social publisher programmatic dsps including appnexus tradedesk others optimize campaign roas ltv using data ensuring brand compliance flawless execution build refine process focus efficiency safeguard continuous improvement collaborate product team recommending design change enhancement ongoing platform improvement,{'Ġsetup'},1.0000005,90
NON-VOICE TUTOR.docx,"Freelance Non-Voice Tutor
As a tutor on Course Hero, you will choose the subjects in which you want to answer questions. You will then select questions and provide text-based answers and explanations to students who need help better understanding the questions, topics, and subjects they are studying.
You could choose your subject expertise from:
MATH: Math, Algebra, Calculus, Statistics and Probability
BUSINESS: Accounting, Financial Accounting, Managerial Accounting, Business, Economics, Finance, Management, Marketing
ENGINEERING & TECHNOLOGY: Civil Engineering, Computer Science
SCIENCES: Biology, Chemistry, Physics, Health Science, Nursing
ARTS & HUMANITIES: Writing
and many more!


Requirements to apply include:
Ability to read and write fluently in English
A second-year college student or above
Proof of education

",freelance nonvoice tutor tutor course hero choose subject want answer question select question provide textbased answer explanation student need help better understanding question topic subject studying could choose subject expertise math math algebra calculus statistic probability business accounting financial accounting managerial accounting business economics finance management marketing engineering technology civil engineering computer science science biology chemistry physic health science nursing art humanity writing many requirement apply include ability read write fluently english secondyear college student proof education,"{'Ġselect', 'Ġwant', 'Ġchoose'}",1.0,91
OFFICE STAF1.docx,"OFFICE STAFF
Male or Female
• Age 18 - 29 Yrs old
• Willing to be trained
• Willing to work Night shift (10pm to 6am)
• Can start ASAP 
•Graduate of any Computer Related Course is a plus but NOT required
•Senior High School or College Graduate
•Graduate of Any 2-Year or 4-Year Course
•Graduating or Waiting for Graduation
",office staff male female age eighteen twentynine yr old willing trained willing work night shift 10pm 6am start asap graduate computer related course plus required senior high school college graduate graduate 2year 4year course graduating waiting graduation,"{'ine', 'Ġmale', 'Ġ10', 'Ġtrained', 'Ġas', 'Ġfemale', 'Ġtwent', 'Ġold', 'ap', 'Ġyr', 'yn', 'Ġage', 'Ġoffice', 'Ġplus', 'Ġstaff', 'Ġsenior', 'Ġnight', 'am', 'Ġrequired', 'Ġ6', 'Ġwilling', 'Ġgraduate', 'pm', 'Ġwork', 'Ġstart', 'Ġeighteen', 'Ġshift'}",0.99999976,92
OFFICE STAF2.docx,"OFFICE STAFF
- Office-based (Butuan City)
- Basic computer knowledge
- Teachable & Willing to be trained
- Willing to work on graveyard shift (night shift)
- Trustworthy
- Excellent written and verbal communication skills
- Flexible & Team player
- Long-term
- General accounting experience is a plus
- Bookkeeping experience is a plus
-Senior High Graduate is a MUST!
A degree in Finance, Accounting or related courses is a plus!
",office staff officebased butuan city basic computer knowledge teachable willing trained willing work graveyard shift night shift trustworthy excellent written verbal communication skill flexible team player longterm general accounting experience plus bookkeeping experience plus senior high graduate must degree finance accounting related course plus,set(),1.0000004,3
OFFICE STAFF.docx,"OFFICE STAFF
QUALIFICATIONS:
• Male Only
• Must be residing in Butuan City
• Age 18 - 29 Yrs old
•Computer literate
• Willing to be trained & Willing to learn
• Willing to work Night shift (10pm to 6am)
•Graduate of any Computer Related Course is a plus but NOT 
",office staff qualification male must residing butuan city age eighteen twentynine yr old computer literate willing trained willing learn willing work night shift 10pm 6am graduate computer related course plus,"{'ine', 'Ġmale', 'Ġ10', 'Ġtwent', 'Ġold', 'Ġyr', 'yn', 'Ġage', 'Ġresiding', 'Ġoffice', 'Ġplus', 'Ġstaff', 'Ġ6', 'Ġwilling', 'Ġqualification', 'pm', 'Ġbut', 'Ġmust', 'Ġcity', 'Ġeighteen', 'uan'}",0.9999996,94
OFFICE STAFF.JPG,"Carpentersville Wood Shop 2
| Ww \
HIRING i
OFFICE STAFF Wi 4
is _
Qualifications: ~~ —
« Graduate of A Degree Course preferably Office
Administration or equivalent
- With at least one (1) year experience as Office Staff or
related position is an advantage
« Good communication skills (oral and written) and with
the desire to work with internal/external customers
« Strong attention to detail and coordination
- Strong Microsoft Office Skills
¢ Ability to thrive in a dynamic work environment
¢ Able to work independently with minimal supervision
- Creative
Interested applicants may send their application letter and
resume to:
hredo.cwsi@gmail.com
or contact us at 09176240322.",carpentersville wood shop two ww hiring office staff wi four qualification graduate degree course preferably office administration equivalent least one 1 year experience office staff related position advantage good communication skill oral written desire work internalexternal customer strong attention detail coordination strong microsoft office skill ability thrive dynamic work environment able work independently minimal supervision creative interested applicant may send application letter resume hredocwsigmailcom contact u 09176240322,"{'Ġ09', 'Ġu', '176', '22'}",0.99999994,95
OFFICE STAFF1.JPG,"@
=,
= -AOQUSE COp
os ot s Po
os KO,
y URGENT HIRING!! *
A ie => Ss a, \
| OFFICE STAFF: ,
e COLLEGE GRADUATE
¢ Computer literacy (e.g., Microsoft Office)
¢ Strong communication (written & verbal)
e Time management and organizational skills
e¢ Customer service and dN areolar
ee MCLM ie Remotes LMR) o\-at-s B WW Rel
eee
WORK LOCATION: Cs Y we
POBLACION 1,VILLANUEVA\MISAMIS.ORIEN GAL
REQUIREMENTS:
Cea N-x10 gal Lda ie Cal -0x~ oto \
¢ Police clearance, Brg agrance for OIC must have
TOR ; '
SUBMIT AT RONI WAR | Witch terbsiatiedaiy abean|
POB. 1 VILLANUEVA MISAMIS ORIENTAL",aoquse cop o ot po o ko urgent hiring ie s office staff e college graduate computer literacy eg microsoft office strong communication written verbal e time management organizational skill e customer service dn areolar ee mclm ie remote lmr oat b ww rel eee work location c poblacion 1villanuevamisamisorien gal requirement cea nx10 gal lda ie cal 0x oto police clearance brg agrance oic must tor submit roni war witch terbsiatiedaiy abean pob one villanueva misamis oriental,"{'ee', 'to', 'Ġbr', 'g', 'Ġw', 'Ġter', 'Ġb', 'Ġag', 'Ġ1', 'Ġo', 'da', 'Ġclearance', 'Ġp', 'obl', 'Ġone', 'ied', 'Ġce', 'Ġori', 'w', 'y', 'ean', 'ien', '10', 'Ġie', 'se', 'Ġmis', 'ob', 'Ġwar', 'x', 'Ġpo', 'oqu', 'e', 'Ġtor', 'oni', 'Ġvill', 'v', 'Ġ0', 'Ġsubmit', 'mr', 'm', 'Ġko', 'Ġab', 'Ġgal', 'Ġwitch', 'vill', 'ental', 'Ġe', 'is', 'Ġa', 'va', 'bs', 'am', 'n', 'Ġr', 'Ġmust', 'iat', 'ai', 'Ġd', 'Ġrel', 'Ġcal', 'or', 'Ġcop', 'cl', 'Ġc', 'acion', 'Ġrequirement', 'Ġl', 'Ġn', 'Ġs', 'ic', 'Ġeg', 'ue', 'Ġm', 'at', 'rance', 'Ġot', 'Ġpolice', 'Ġlocation', 'a', 'Ġare'}",1.0000002,96
OFFICE STAFF2.JPG,"— 4
AS 5 :
Sx . ‘
~———~
; . 4, >
OFFICE STAFF :
Vi a ~ae
Vi Q
Ney ae | om |
WILLING TO BE TRAINED ANY
—p «= l(
ONEST AND GOD FEARING ~ .
oN Re) DO WUE an
~ ie SUPERVISION ; 7 |
i, |
BEEHIVE )DISTRIBUTIO ~ - @oe®
LAPASAN, CAG O CITY — —_ a
MISAMIS ORIENTAL , 9000 en",four five sx 4 office staff vi ae vi q ney ae om willing trained p l onest god fearing wue ie supervision seven beehive distributio oe lapasan cag city misamis oriental nine thousand en,"{'as', 'est', 'Ġon', 'Ġseven', 'Ġfive', 'Ġie', 'Ġdistribut', 'Ġtrained', 'Ġmis', 'Ġbe', 'Ġc', 'Ġl', 'Ġw', 'Ġs', 'Ġvi', 'Ġfour', 'Ġfearing', 'eh', 'ental', 'ive', 'x', 'Ġoffice', 'Ġgod', 'Ġlap', 'ue', 'is', 'Ġa', 'Ġstaff', 'Ġnine', 'Ġo', 'am', 'Ġwilling', 'io', 'Ġen', 'e', 'Ġp', 'Ġthousand', 'an', 'Ġq', 'ag', 'Ġne', 'Ġsupervision', 'Ġ4', 'Ġcity', 'Ġori', 'Ġom', 'y'}",1.0000004,97
OFFICE STAFF3.docx.JPG,"¢ OFFICE STAFF (KNOWLEDGABLE IN MS EXCEL AND
WORD",office staff knowledgable m excel word,"{'Ġstaff', 'Ġknow', 'g', 'able', 'led', 'Ġexcel', 'Ġm', 'Ġoffice', 'Ġword'}",1.0000002,98
